"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Pacific island small states","PSS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","1761397213.00581","2102502549.75201","2181317313.67329","2084036558.04046","1987470573.16227","2073086019.22548","1997503128.33512","2184119704.13739","2081863420.51435","2105175754.46441","2183072909.00382","2441256085.05937","2591351336.1043","2838665104.12897","3006568548.88932","3451722046.25087","3808894714.35981","4065452830.68644","4034370085.02219","3441519135.0234","3811857262.63576","3575560586.91156","3485799329.83694","3671633864.16558","4255526823.32173","4902585132.88505","5452156003.95166","5563646905.68985","6189508592.06959","6590671342.9945","5957448242.90646","6558935962.61114","7657149276.78132","8119763643.92263","8649140825.89394","9247989576.37958","9078557699.77496","9452424779.3955","10100544325.8723","10596605745.6602","10600897790.4367","9285175853.00664",
"Post-demographic dividend","PST","GNI (current US$)","NY.GNP.MKTP.CD","1032280251029.84","1093645708867.92","1187576760352.34","1280617170028.99","1396773300330.49","1520703137075.57","1669525499185.76","1796512254315.37","1968473197252.52","2165604528747.35","2354700911336.94","2607595129430.98","3029230853465.3","3660698527773.37","4084501824511.72","4573770763175.13","4955407986564.93","5600527097779.11","6728367647065.87","7719041659970.88","8553378097945.9","8652027084296.15","8633114832073.71","8927834967428.44","9359809249903.98","9837381394170.79","11976496836130.8","13930470108029.2","15752990831622.5","16378848248090.6","18304493112623.1","19337934353601.5","20766588515791.5","20907491013931.5","22412215066134.8","24801573041883.9","24965278068518.5","24555729179005.3","24749660203164.4","25988969382605.7","26535082570233.1","26304066630595.4","27344432565809.1","30619507364172.5","34073652528634.5","35913305220374.1","37936173868976.6","41119040227826.4","43223694566806.1","40856206542549.7","42869714701933","46184306837386.5","46307724953952.2","46674596364639.5","47753504263900.5","45155587789138.4","46026522003707.7","48099746930561.9","50892092208239.6","51274747639179.3","",
"French Polynesia","PYF","GNI (current US$)","NY.GNP.MKTP.CD","57242963.5931414","63899100.5291697","67080767.1691957","79873888.4949719","122872654.364123","176534589.603389","215659455.017302","220984369.12915","259590076.293001","242943776.862299","254035999.217197","296613496.873269","325843254.667123","431254103.046477","555337985.682991","690319754.911192","732286143.34291","793193187.41557","1005573294.20763","1215031775.26795","1362151523.68993","1279972866.38172","1286462642.63697","1335895286.3918","1378991403.37881","1507230778.89921","2301514717.29807","2543199148.3893","2687472829.62988","2636461517.1052","3181206304.81549","3267367609.89528","3558215110.24809","3694600399.89225","3522272321.40766","3982374845.92709","3954696873.74892","3567062511.87293","3775160797.38928","3797016068.69688","3447543137.9415","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","287784287.784288","355707666.385847","447332421.340629","689137427.120086","2359350585.19532","2402879690.64034","3017358858.55579","3169487168.47689","3635946168.33037","5167095380.70124","8370084714.24665","9196263818.68132","8144697939.56044","6926593681.31868","7073076895.60439","6721703104.3956","5676923214.28571","5925000164.83517","6339176098.9011","6685906428.57143","7581428736.26374","7083516620.87912","7868956126.37363","7365109862.63736","7589314670.32967","8375020302.1978","9323296071.42857","11626977609.8901","10174725796.7033","12274175824.1758","16360439560.4396","16834615384.6154","18466483516.4835","23117307692.3077","29492307692.3077","38814835164.8352","57601648351.6483","75473076923.0769","108507967032.967","88385714285.7143","112178571428.571","154504256800.074","174708777087.403","188363906715.56","196924049114.074","158174570962.363","150622841197.773","160679616720.801","179589624142.879","171427935611.57","143321116339.038",
"Romania","ROU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42186526315.7895","38852909090.9091","29013763157.8947","25031554166.6667","26217885526.3158","29945432628.3988","37194294146.5814","36628932857.6062","35252650669.6429","41196682289.3195","35511728820.1917","37018920724.1236","40169142424.5552","45604749659.6581","56454932228.9157","71824444035.9102","95560240107.0804","117948931470.274","165800889390.149","209604439755.449","171895625323.845","164339462758.425","180991349471.889","167674303673.375","188015486643.228","199018475635.973","175860528746.536","185631839869.925","208687972658.853","237010037928.76","246122754571.84","244536087252.592",
"Russian Federation","RUS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556478405315.615","506588568405.987","515780725699.661","516545185185.185","455789723970.944","430624472095.383","393237301248.464","392165585723.779","386290390744.498","396237354191.876","259165786862.442","188191228350.934","252973642196.943","302363970620.5","338887494417.863","417177070731.787","578245490742.798","745490707990.977","961127142278.695","1270877264823.62","1614363887626.8","1182904882200.6","1477812768442.99","1985526208275.05","2140634973644.45","2212868846622.34","1991279765491.87","1325732263446.11","1241290379222.41","1532146087071.58","1616936975710.13","1633927975465.61","1448704617346.39",
"Rwanda","RWA","GNI (current US$)","NY.GNP.MKTP.CD","119000024","122000016","125000008","128000000","129999994","148799980","124525702.857143","159560018","172200018","188700037","220000006","222952280.32451","246557838.336681","288126157.622554","305608423.452734","568583297.300636","634175011.828397","742886059.42976","901082081.488112","1106636758.03748","1256566834.64263","1416137792.09112","1418216635.50398","1483713378.26855","1588512288.8792","1707024369.67071","1934005063.31137","2143095800.93782","2381694364.90568","2395143178.33036","2538245657.02277","1900603096.57234","2018771967.90171","1956325996.79694","749636370.454545","1298975010.13608","1368386728.04902","1835058300.70527","1970083495.74995","2144286176.72715","2052175515.18337","1942954261.69192","1945729304.54312","2106547879.21623","2341791223.121","2905032890.38486","3288506667.35785","4050845133.5119","5140001247.14569","5634540499.57301","6069968166.66721","6823807504.99953","7547605377.28528","7683814387.07403","8052354311.73213","8376704290.67001","8452129973.71234","8961653240.62076","9292588958.06111","10007994811.0997","10097234351.343",
"South Asia","SAS","GNI (current US$)","NY.GNP.MKTP.CD","46419700566.9928","49169863822.4301","52586656938.5495","59570782324.7615","68935696700.8769","73864499719.9075","60498480896.2791","66378754794.2655","69670436911.1569","76358364563.8501","82709586951.665","88853342575.8801","91964412130.1272","104259674795.333","126407346776.124","135310529635.799","131925692161.043","152789347383.733","174423738831.864","195998231424.665","236624855574.615","250699300168.309","258651535943.304","273579433382.981","271853383260.933","295636800050.502","312848558763.642","347038762273.352","371903885293.576","374966214968.756","403102896231.069","358007540058.185","380252403220.361","377085711267.368","428056549860.354","475612742587.197","520992637127.614","546861077431.687","554386073860.63","594967944162.394","625690836436.793","641734953510.685","674685094557.673","787787285861.181","913969126507.615","1046584209136.01","1191597140797.82","1501427750600.74","1523429538309.79","1678491199175.38","2048016075408.19","2264707776584.91","2285319617476.24","2343279215356.62","2566039006345.84","2681893807091.68","2884663658695.59","3322899066407.07","3412305911463.8","3575855126319.32","3333762814658.14",
"Saudi Arabia","SAU","GNI (current US$)","NY.GNP.MKTP.CD","1412253244.44444","1559127155.55556","1721265266.66667","1783274488.88889","2005571577.77778","2232222155.55556","2584444466.66667","2697022133.33333","3542777866.66667","3812755000","4362891070.75167","5718116374.52164","7481863721.97418","11279493430.604","40866014162.9006","44738336697.923","64532989309.4162","74268701652.2887","79200018679.217","109005048970.989","160300518430.258","180575702514.42","155996998986.313","136765813313.135","125568165267.22","114560466444.33","97583026108.0437","95557089744.0238","97994449385.3944","104759565774.298","122126279813.161","134821813217.623","138625980801.068","135573775914.553","135927409853.138","145533944218.959","158692425447.263","165902248998.665","148074844746.667","163841640000","190406939546.667","185910843066.667","190907080240","216548575253.333","260462316373.333","331174439513.224","380735062296.395","422361149112.742","528961628133.333","437737489280","535251242473.333","680922945773.333","746963457943.333","760208520746.667","772876297166.667","671549918797.291","660662318658.84","699284138562.237","794232734525.067","800866306512.472","715551421487.333",
"Sudan","SDN","GNI (current US$)","NY.GNP.MKTP.CD","1314000000","1419000000","1536000000","1568666666.66667","1609333333.33333","1679333333.33333","1723000000","1854666666.66667","1932666666.66667","2127000000","2421333333.33333","2635000000","2856333333.33333","3543000000","4547000000","5536333333.33333","6919666666.66667","8643000000","7618750000","8948750000","7413666666.66667","9647500000","9079666666.66667","8049000000","9321785714.28572","11999933333.3333","15254187500","19541055555.5556","14814190476.1905","14517412698.4127","11408647540.9836","9779222222.22222","6193345995.89322","8025110483.36472","11894463743.0939","12919091926.3212","8660885913.01567","11336473757.695","10882644372.51","10224524965.3534","11682412725.5756","12628875260.92","14194428734.1916","16777272089.8153","20344801791.3226","25122704199.335","31825841399.9539","42543750905.213","48983303128.8872","45862084823.9811","64962960928.0139","54111074151.2075","46218750893.6263","48415210706.5344","60981901580.8341","63565359890.2661","52334605813.7994","44408216081.0559","33820441719.0217","30629651927.2401","24416240960.5363",
"Senegal","SEN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","1296023514.94665","1234844832.41471","1282437377.844","1323094972.75165","1598995318.42378","1823256785.11389","2049389059.93613","2754472119.3912","2808760857.01556","2883706978.82696","3204307672.76515","4005479265.06866","4410207140.98747","3986592675.64383","3898346048.95357","3466555383.00079","3358564204.4623","3691845451.73026","5226996320.45045","6289050039.2841","6200218479.47347","6161338261.77331","7194170504.23709","7060308559.2731","7637218771.03862","7176887449.47249","4892478411.29587","6171479198.97169","6486797244.23148","5969413553.11757","6449709710.86112","6540073610.17935","5955906913.74921","6461735736.88175","6935188474.57422","8716175267.55595","10043080806.9967","10979695266.1162","11675954579.3698","13931770629.6067","16805897006.5022","15975442758.7119","15971191680.462","17532437631.0083","17359553340.5425","18595829751.4313","19419518455.7271","17383163425.2164","18541836256.6942","20409362881.7165","22515741840.1232","22650824101.2714","24309777731.7377",
"Singapore","SGP","GNI (current US$)","NY.GNP.MKTP.CD","717627074.349928","779204233.633869","842284071.605906","939664183.980139","922448712.923037","1006043381.68039","1131125049.00039","1269992159.93728","1454200966.94107","1687573500.588","1938945511.56409","2260518750.81667","2714688432.16311","3616604444.44444","5078863839.83072","5684353071.5253","6292792982.75208","6542779666.50478","7499549069.44331","9262225153.91381","11286075600.1104","13359844946.7588","15273772897.2405","17289626168.2243","19624088973.0241","19314940696.6387","18592791236.762","20371544043.3545","25025641025.641","30280113297.5552","35780956775.8806","44779334298.1187","52161387354.205","59323926228.4936","73786565405.2638","88446027938.4789","95604113475.1773","102085937500","86992889579.3499","87262005899.705","95487180974.478","89194508009.1533","90696247068.0219","95050166456.2048","108077268962.253","120576303773.131","144599219585.877","176182204233.296","186489999293.236","184081677552.424","237218335166.85","269752265861.027","281965351684.404","291009669943.259","303898666245.758","286988143729.997","298598190372.783","317188138170.758","332420002965.599","329651444069.784","298439225918.678",
"Solomon Islands","SLB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","27708109.3992595","37840136.0544218","57171514.5436309","49482916.612122","52914579.0052548","59991128.8534043","68215634.657205","97344110.8545035","168233309.23114","190301080.211446","183709195.757389","172732021.591503","172568108.65981","160386277.687736","141659488.946311","147506614.086757","168163265.306122","164791557.648701","209466940.841506","218616472.668337","259212458.590895","296922546.036327","399951388.466914","462726445.286121","503532974.427995","518039226.236918","449788188.38774","471073355.242761","415728349.938101","409542686.623721","338927068.515884","349092087.557788","399808475.95762","478519010.876638","524868848.150338","586621615.263983","643137676.015437","680092364.990689","802889751.379503","976145747.45135","1133828067.21775","1288472521.60337","1321358276.95145","1282936043.05912","1336993231.17184","1454063519.03035","1554125319.08205","1553885408.76502","1587694450.53206",
"Sierra Leone","SLE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","373411640.953918","360464715.814114","376606849.35726","350045359.959238","332110092.844037","411790124.71605","425645330.258132","410617238.781361","457443474.004161","564776282.489447","635301200.171603","666269404.94811","580211800.438518","668004448.320977","923528327.47555","1080024693.22687","1070606877.50048","1086624708.82581","1271553707.6656","963374422.514891","1057685611.26716","828277247.742442","450594854.58613","670298991.979527","998083957.679769","884574408.573387","579840579.961825","719590265.188888","605307997.597117","724812334.801762","798475970.683484","818478665.386652","909237714.673618","832918925.624045","637317815.361985","644969853.896464","616098892.213565","1063299285.55245","1223305969.50929","1358820072.19217","1416436670.49199","1612494366.99875","1847768962.70149","2264325461.48384","2700598779.30503","2664969380.00089","2606465306.93455","2901403971.42245","3924034071.22903","4893437931.72398","4896148548.81612","4162054005.53585","3276983580.95652","3629620900.30429","3798493994.47027","4070333745.75015","3720678059.36576",
"El Salvador","SLV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","869920000","922120000","967120000","1000760100","1040000000","1123320000","1175480000","1251040000","1426240000","1631120000","1843800100","2313040100","2913960100","3075680000","3423199900","3490159900","3337200200","3280000000","3375638500","3527888000","3683654700","3654968500","3835248900","4069280700","4250907600","4689782204.02673","5109572400","5705749300","6567739200","7587384000","8826057100","9464957800","10058405900","10773659900","11002097000","11531827700","12016833600","12340790300","12820792200","13266960900","14207700000","15562390000","16555500000","17597840000","17045650000","17909710000","19665550000","20515590000","21000770000","21558020000","22346390000","22945050000","23591580000","24550760000","25559270000","23324940000",
"San Marino","SMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI (current US$)","NY.GNP.MKTP.CD","180179811.448075","191365775.61369","203335811.145676","216145935.941626","229235720.145712","243528543.30874","256576321.66207","271374228.39463","285920432.317406","305542857.142857","322900004.571429","330696078.332351","417315098.637555","508636319.350474","469658291.342335","711151570.45274","808498996.664019","497536371.014493","563950214.364641","592585306.036745","602724030.436746","694610043.373494","762206606.178325","727809243.342824","744326945.786638","827405806.741573","873161504.930936","957837185.26885","977731063.892038","1014833264.60481","834948071.95093","","","","","","","","","","","","","","","","","","","","","","","3860402684.75612","3932882302.51641","4019621621.40921","4168165625.49256","4476284274.84538","4686636083.33499","4906627593.99531","4882094592.75649",
"Serbia","SRB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25704171388.4613","19469265691.6697","19403780517.0861","6875616224.89349","12966573029.1405","17051505004.0141","22347136409.576","25925776041.6845","27360301086.1321","32068439125.0086","41825574793.6394","50749288264.3768","44495789025.2528","40943415032.2467","47354630373.0633","41894590517.8048","46509043466.9776","45280164673.385","37816308011.8443","38455502257.8607","41326892949.9095","48064474792.6381","48699174974.5367","51360419697.7026",
"Sub-Saharan Africa (excluding high income)","SSA","GNI (current US$)","NY.GNP.MKTP.CD","25110081417.4443","26491411257.151","28353775410.6006","30569379148.942","33218920147.4733","36157279359.489","38959575430.0505","39821358882.9866","42148315342.9819","47637788347.3313","57175299433.7703","57197785890.3588","64625881608.5707","82568521932.6164","109174420866.413","121040342579.52","132743905407.32","144489357516.918","158499789383.492","193965605982.487","245535212926.157","360167447544.417","329218308841.369","285691643892.496","249726123971.888","234756786389.345","240953919181.577","274362312888.088","281429140138.357","279139184557.583","312972772894.762","317689913646.098","320071349238.531","297113118555.634","295210820953.526","344753776833.523","355538698756.073","370591758512.494","358551576465.131","363008713463.687","381386501525.196","364310250166.615","396638760320.562","496430458961.627","617384313990.264","732150208523.739","881214740391.682","1013262749748.87","1154715121499.41","1114298019473.6","1325843725701.57","1478312658743.61","1561933170475.55","1662639521536.56","1743642598136.86","1605252474418.96","1500922956896","1590137514594.58","1660424893016.62","1712838092128.61","1633804784694.14",
"South Sudan","SSD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8550148979.59184","11486155559.322","17413371593.2203","11954212847.4576","10522800760.2242","","","","","",
"Sub-Saharan Africa","SSF","GNI (current US$)","NY.GNP.MKTP.CD","25121256153.5286","26501881783.4249","28365271014.157","30582107274.7715","33233077559.3374","36171317006.2906","38974264764.5681","39836167396.6195","42162233438.6359","47651590996.2651","57190414272.2812","57216817968.7633","64653872019.4725","82601762849.0144","109212092911.565","121082100551.285","132784027552.512","144543399196.361","158574092480.421","194079238166.345","245670361320.068","360304402627.141","329348232681.83","285822713917.52","249863758788.818","234914369051.807","241149154726.539","274593204673.713","281691945879.215","279425932477.997","313325165242.05","318050532262.969","320494960819.506","297577995970.192","295696028384.217","345244453332.429","356028689105.741","371145035445.525","359142174662.302","363610115296.83","381972607641.187","364918321565.524","397271496513.439","497095888382.724","618236711042.817","733082618146.4","882244756687.365","1014226478702.43","1155603103318.6","1115088811283.97","1326759762066.32","1479260341553.09","1562933231436.18","1663898675951.62","1744903492394.78","1606546832042.83","1502241308932.57","1591550083078.4","1661937474749.14","1714362696316.3","1634867615771.07",
"Small states","SST","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","25633448877.4181","28713823481.7423","30821489573.2232","37357596769.7175","49867310924.2816","53072039397.2759","53055767610.9435","51331394533.8787","50220227206.7391","48000073573.8982","48110240782.4936","54626715087.4243","60458942333.5058","62725686253.6106","73156495080.0411","74988719997.7432","79746127701.3737","78667325205.8215","81746869698.1082","93903376736.3608","99974856746.3679","105855122725.002","105849735267.525","112228363114.21","122775116474.034","124005882255.546","132451447951.61","158784036426.817","187860827382.883","221128205888.112","263243925214.664","315841253678.674","377975025707.604","319104596458.866","363535572061.647","441732711469.628","467904530303.862","492450168830.286","508119991856.164","441710381709.128","434233006241.694","470352331267.34","512280527235.019","504933503185.448","435702139421.524",
"Sao Tome and Principe","STP","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72802185.0013006","81829363.0271888","99567707.2189653","111486412.24766","133522759.992423","145807857.911733","153620922.226819","187949255.539224","187536255.668322","197242887.907828","232290167.960257","245986799.504461","303142986.20634","352225165.242364","315036266.285437","346448959.623705","374506126.248637","412318553.59449","425925039.684339","471514468.073323",
"Suriname","SUR","GNI (current US$)","NY.GNP.MKTP.CD","78650000","82450000","83900000","74200000","81150000","121050000","152800000","176050000","181200000","189250000","206950000","224750000","245900000","269800000","347300000","452900000","470200000","600700000","698100000","737700000","779500000","900500000","921500000","873500000","865500000","873000000","888500000","976000000","1153000000","540200000","386900000","446100000","403666666.666667","421294117.647059","599992537.313433","688733031.674208","854112219.451372","899810000","1082072500","849453488.372093","899657575.757576","727764220.183486","1050229787.23404","1224978469.8193","1420629114.85004","1752988724.9698","2571880453.40234","2934012021.85792","3553369034.60838","3880209836.06557","4264098054.92824","4160160036.71971","4787510969.69697","5014507666.66667","5170283939.39394","5112889044.98493","3148331888.38583","3194345393.11137","3605507537.68844","3804840439.79619","3357822879.85391",
"Slovak Republic","SVK","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25983596078.4314","28166168567.8074","27768722102.6396","29912564045.1952","30323412529.299","29053840980.2838","30772569127.5168","35044216073.7813","44561077878.1038","55136991556.9903","61186987936.8238","68746493539.0792","84062098275.3901","98754551047.3121","88574794387.3298","88432325550.9944","95710420761.6006","92944810118.807","98111356511.3311","100064028605.852","86329752502.3307","87325133237.8922","93419962723.854","104023432157.332","103263492419.278","102777125683.566",
"Slovenia","SVN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21458491710.4731","21563792492.9178","20753631452.581","22112579342.1812","22692089650.6262","20240378820.4907","20859259624.8766","23284718204.4888","29319206294.1108","33933993522.6707","35866160925.258","38985723246.7695","46902956474.1309","54098418045.9939","49532759099.7499","47523263224.8405","50817019569.3902","45854173714.4117","47754167866.327","49472455060.5408","41761166474.1382","43602431787.545","47597749323.9156","53267877693.4981","53306118486.0391","",
"Sweden","SWE","GNI (current US$)","NY.GNP.MKTP.CD","15076659811.0189","16395233197.0066","17784188729.0632","19242916743.1865","21475069260.9792","23620961448.4201","25685693897.0697","27864840484.6242","29558464912.8068","32089083589.3327","37515552655.9963","40990818197.7799","48314218251.3019","58721710209.9695","65215350272.5594","81875637011.7047","88156396611.4925","92894736254.909","102550754896.536","121224129364.839","140098077123.132","127310131927.164","111727759844.65","102305416911.218","106434177808.941","111204212624.507","147442169127.969","180029993848.969","203470249706.228","213859899331.462","255424756031.628","265721616039.686","272062878017.789","202589613793.458","221472265422.499","259831214164.552","283992543990.456","261156924124.743","265022201537.126","273635626452.363","262994913885.311","242580960587.079","267612328105.904","339970691169.014","387293608567.269","397558978201.817","434074299964.761","505966887613.186","535559769992.869","446774804672.189","509281261515.021","585817912459.71","565134029822.071","600021645780.365","594247305519.704","509135748362.768","518630030590.624","550406901192.391","565955895788.543","546753763143.481","554400941840.654",
"Eswatini","SWZ","GNI (current US$)","NY.GNP.MKTP.CD","29757384.852303","36576788.4642307","38932661.3467731","46000000","55175136.49727","59638807.2238555","67898642.0271595","65798684.0263195","70278594.4281114","91838163.2367353","97438051.2389752","123881431.767338","131650839.078964","191786743.51585","230413097.866078","","","","","","","","","","","","","","","","1173722142.77432","1225891753.88404","1368041129.03226","1405127245.46317","1402771262.81401","1779525847.09548","1734837299.0952","1854807356.77083","1633798111.53519","1635603371.79802","1772303683.10326","1644811374.01122","1435491523.33336","2155655439.07888","2772685228.1875","3356415171.48114","3305353909.76888","3510463721.00945","3288893344.79252","3504865749.31848","4212627096.65082","4528165580.97258","4571331766.13885","4400329867.11686","4235174491.14045","3903140660.42695","3610864510.25181","4107870286.73459","4345147362.93533","4018702283.73702","3751567728.91541",
"Sint Maarten (Dutch part)","SXM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917689385.47486","975606703.910614","1026524581.00559","1230067039.10615","1243648044.69274","1263340782.12291","1165420502.7933","1159301620.11173","","",
"Seychelles","SYC","GNI (current US$)","NY.GNP.MKTP.CD","11970011.970012","11550011.5500116","12600026.4836177","13860029.1319794","15330032.2217348","15540032.6631285","16380034.428703","16569895.7051241","16020027.2577239","16380027.8702571","18360031.2391892","21874806.6934156","30532730.593587","36749281.0991663","42959155.2023439","47620627.8701169","47149278.9854726","60653768.0821114","80043533.7209876","118370666.327425","142022387.556539","152590885.901668","143883098.818767","141895810.599285","145476610.983823","162972480.49415","199367255.113837","235302774.848462","266442525.70931","289918906.071624","355431055.481647","363564176.734161","424373767.547199","463070539.419087","482594248.190197","488586488.586489","488037988.691925","550703300.638641","587408069.021873","598128217.126813","583245913.402639","604826410.58472","629509051.09489","662710852.296924","848756836.363636","928911545.454545","1026768791.78216","962297966.005581","888546187.032102","792026524.809146","917765251.329986","947918140.699459","1000312415.11253","1258976239.24961","1260705661.76874","1294187893.85529","1317488325.47524","1411550054.58635","1511273270.31593","1523487369.50868","1064318181.81818",
"Syrian Arab Republic","SYR","GNI (current US$)","NY.GNP.MKTP.CD","885274041.212585","975653987.272764","1146269548.62058","1239056382.90993","1380308610.5093","1523162804.33719","1390620748.20798","1637486299.25035","1818562794.12676","2327241701.66611","2218665595.98286","2685020629.79078","3172298871.73025","3364879369.7917","5382049614.52193","7097230422.36485","7913024097.25393","8003970933.42786","9673195533.70319","10342695335.8416","13564653718.9333","16083236959.1717","16754254739.6234","18112694777.5877","18058641826","16916837023.687","13660555720.8511","11332322942.7856","10518717849.0234","9472782432.68114","11954908675.2694","12579833333.3333","12899428963.3568","13364912687.71","10290460000","11590958083.8323","13768083832.3353","13804384980.5447","14708892292.3077","15265393604.6512","18446494913.1254","20316833783.503","20657248818.6255","20975661633.8143","24333960520.7921","27979782708.8123","32393616324.5357","39715797004.4053","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","842531900","943771200","1035209300","1005898600","1081395300","1180656430.1373","",
"Chad","TCD","GNI (current US$)","NY.GNP.MKTP.CD","311461553.677051","330890642.627969","354195585.501982","368469401.913417","389154506.502661","413496540.065079","429544067.353499","452006359.806375","454660196.055775","473927700.027146","472395974.244459","504596775.294783","589275229.050192","650955197.163468","656490434.318377","872230329.590029","874235973.190713","941449818.796067","1119848849.65077","1002051756.6001","1038056268.00718","873458088.389915","832288385.122479","826687138.498125","911618330.57666","1027594526.18479","1059020854.49803","1152744653.86735","1469247181.11323","1424250573.19624","1720769010.63852","1874628293.0336","1884677294.87653","1423194551.11657","1171969799.0669","1440773219.94822","1597137258.47049","1528104789.45787","1744116378.32108","1533049608.81054","1370995736.4603","1688295015.53596","1936981359.29949","2284427780.84537","3727138978.98502","5624396341.71784","6216752918.69311","7450473272.77624","8725000640.13453","8903736312.90594","10312399364.7461","11856128211.9459","12067690556.3598","12362322220.9534","13336602010.745","10618477273.031","9911697594.4878","9869508954.25817","11075017680.0106","11140998595.3498","9948225335.65794",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI (current US$)","NY.GNP.MKTP.CD","78449287787.6676","68906898080.8958","63189727109.4797","68417729821.1482","79314734619.7542","92557990807.3927","101353841143.706","98264193990.9408","99064238230.068","111223180587.625","123957817727.124","133234355473.275","150928465999.285","189823538355.602","213526670661.352","240277958995.839","243949064136.758","281626852605.082","271874605353.179","314499248841.747","362604088015.065","386956230716.008","405837730681.095","425765119209.848","461496339448.368","506656243710.732","492302537204.052","474549070227.397","542237948512.85","607459414674.379","652647872145.398","707974791074.381","792368951915.097","870432487324.094","1051251474360.11","1287787444984.21","1480526635913.32","1536580047683.85","1408968901121.42","1548951345368.43","1703915642357.76","1817024552211.03","2020964703031.08","2288441535392.67","2658761829572.31","3066848674025.32","3714390038548.53","4720449311674.74","5987029181464.34","6454464546051.19","7811645177710.4","9503922750489.94","10644961264726.9","11691391839673.8","12704693715915.5","13183731588663.4","13464158171932.7","14749324330554.6","16429378868914.9","17041520920520.7","17281317970600.2",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","944586214506.093","1001515670795.45","1000161779048.2","935164072880.955","927162301129.405","836333383277.592","921402974195.751","942958562286.729","966230478119.115","930989171690.97","807712010241.683","879180151830.436","896821107423.093","1008139858226.47","1231789091266.63","1594032999536.76","1996722726167.56","2402483623614.56","3087175178319.88","3823583360515.91","3025237986080.25","3549230240780.14","4301969720434.09","4493589931875.6","4762847668406.43","4512150278606.8","3535691779827.64","3395856484679.6","3806721809641.78","3960766788357.29","4026820580133.88","3782655711010.33",
"Togo","TGO","GNI (current US$)","NY.GNP.MKTP.CD","120652705.539385","125180212.35415","132359679.185548","146880485.143035","169278533.158768","181700356.523623","214736265.784863","228306474.895011","236756929.400678","262532463.765663","249476796.750832","281933482.957548","327963698.02355","393724207.812671","560837737.277253","612521706.346188","615475139.830216","764235040.583329","803863916.697946","869976000.086498","1096508953.06504","919647239.278479","782395241.357211","722447008.129825","679472363.737643","725410304.209338","1018463752.42235","1200519317.44753","1330500616.08564","1313452204.84859","1597942475.4871","1571531335.46184","1665493179.23714","1207186869.66428","931147837.545323","1264862640.44921","1439045816.81173","1470050893.53665","1563958018.60423","1538107628.22693","1462834929.20384","1453054407.46196","1684907239.90837","2092332606.76802","2226371636.5974","2246240173.69851","2313755298.3621","2632309425.76755","3308543047.75785","3360140711.73442","3405968905.66443","4106265216.27863","3879283635.90852","4346910989.80441","4621145737.3896","4321508266.66658","6075237459.78776","6400471259.52392","7131540391.55886","7242517958.52954","7591294394.75595",
